제품명,카테고리,내용,별점,가격
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,매트위에도 깔고 신생아 침대에도 반접어 깔고 두루두루 쓸수 있을것 같아서 출산준비중에 찜해놨다가 라이브 보고 쿨매트로 구입했어요 곰돌이가 귀엽고 펼쳐보니 시원할 것 같아요 아가 빨리 눕혀보고 싶네요ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,좋아요 또샀네요 곰돌이 귀여움,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,일단 시원해요.  곰돌이 디자인 귀여워서 누가봐도 아기침대구요.  아이도 잘 자요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,일단 디자인이 정말 귀엽고요. 상품사진보다 더 화사한 흰색이라서 아기얼굴이 더 밝아보여요^^  쿨매트 성능도 좋아서 에어컨을 틀지 않아도 등이랑 머리에 땀이 나지 않아요. 아기가 훨씬 활동적으로 움직이고 기분도 좋아보여서 대만족입니다. 여름에 잘 쓸게요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,라방 특가로 구매했어요!  쿠시노에 사이즈 딱이네요~ 아직 출산전이라 신생아때는 리안드림콧에 접어 사용할 예정이에요ㅎㅎ  얼마나 시원하겠어? 했는데 만져보고 직접 누워보자마자 저희 부부것도 구매하고싶더라구요..  곰돌이 모양도 너무 귀엽네요ㅎㅎ 사은품 블랭킷은 딸이라 핑크색이 더 예뻤을것 같긴한데 그래도 시원하고 재질 좋아서 만족해요^^디자인도 귀엽네요! 여름아기라 쿨매트 필수인데 비비엔다에서 잘 구매한것 같아요~~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,작년에 구매하고 올해 추가로 더 구매했어요. 디자인도 다양하게 나와서 너무 좋아요. 작년엔 쿨매트 사고 올해는 쿨패드 샀는데 두께와 미끄럼 방지기능만 차이가 있고 넘 시원해요! 다만 곰돌이?는 좀 패턴?느낌이? 기본 사각디자인이랑 달라서 인지 조금 덜 시원한 느낌이 사알짝.. 들기도 했어요(너무나 주관적인 견해ㅠㅠ)  그래도 다리에 감아봤을때 얼음장 같이 시원한 느낌은 있어요👍🏻 믿고 구매하는 비비엔다입니다!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,곰디자인 너무 귀엽고 꺼내서 그냥 만져봐도 시원해요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,"예비맘이에요~ ㅍㅁㄷ쿨매트랑 비비엔다아이싱이 유명해서 고민하다가, 쿨매트는 소재자체가 인견이라서 듀라론 신소재로된 비비엔다 아이싱이 좀더 기능적으로 좋지않을까해서 구매했어요~ 역시 만져보니 부들부들한데 챱챱한 느낌이있어요ㅎ 저는 퀸사이즈를 구매햇기때문에 사진은 접어서...^^ㅎㅎ 일전에 비비엔다 인견+모달 패드랑, 인견이불, 배게커버는 이미 샀기때문에 디자인이쁜건말할것도없어서 만족합니다ㅎㅎ",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,둘째 맞이 할 준비를하며 구매했어요!! 이거 사려고 10일 넘게 기다리고 주문 제작이라 16일만에 받았어요!! 그래도 역시 후회없는 선택이였답니다. 저희 첫째 겨울이불로도 비비엔다였는데 역시 아이싱도 너무 좋아요 ㅠㅠ 피부에 닿으면 느껴지는 쿨링감 ㅠㅠ 넘나 시원해요 ㅠㅠ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 예뻐서 진짜좋음 내가쓰고싶을만큼ㅋㅋㅋ어휴추워 잘만드셨네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,아이싱 낮잠이불을 먼저 쓰다가 너무 좋아서 아기침대용 쿨패드도 구매했어요. 시원하고 부드러워요. 디자인도 아주 귀엽네요. 배송은 주말포함 18일 정도 걸렸어요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,패드라 두께가 도톰하고 뒤에 미끄럼 방지도 엄청나네요 제품력이 나쁜건 아닌데 판매방식이 마음에 안들어요 왠 제작주문??? 심지어 2주나??? 회사가 얼마나 소규모이면 이런 제작방식을 고수하겠냐만은… 후기보면 추워서 여기서 못 잘 정도라고 했던 후기도 있었는데 ㅋㅋㅋ진짜 그정도는 아니에요 다만 까끌거리지 않아서 아기가 사방으로 구르고 볼을 비벼도 자극은 없어요 하지만 다시 또 사게 된다면 여기서 안살래요  선착순 500명 에게만 한정으로 주는 이벤트는 왜 하는건가요? 2분컷에 들어왔어도 품절이라고 되지도 않는 허접한 이벤트 마음만 상하게..   뭐 땀시 만드는데 이주나 걸리는건지 나원 참 그리고 이 회사는 디자이너 없나요?  원래 버전 사려니깐 원단이 또 품절이래..,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인 넘귀엽고 인견인데 부들부들해요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,내돈내산! 재구매예요. 아이싱쿨매트 그레이스퀘어 구매해서 이미 사용 중인데 하나 가지고 쓰려니 빨 때마다 애기 재우기가 힘들어서 여분으로 하나 더 구매했어요. 스퀘어 디자인만 있을 때는 디자인이 너무 아쉬웠는데 이번에 귀여운 곰 디자인 나와서 망설이지 않고 픽했네요 ㅎㅎㅎ💛 성인용 쿨매트도 구매하려고 했는데 이게 무슨 일이죠... 품절 돼서 구매 못했어요. 6월 초에 라이브 할 때 놓치지 않고 또 구매할 거예요. 올 여름은 우리 애기 시원하게 잘자기를🙂,1,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 디자인도 귀엽고 너무 만족합니다. 강아지도 너무 좋아합니다.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,비비엔다 아이싱이 시원하단 후기가 너무 많아서 고민하고 고민하다가 선택하게 되었어요! 그 중에서도 인기가 많은 곰돌이 매트! 라방에서 진짜 순식간에 품절되더라구요!!!  실제로 보니 인기가 많을만해요 ㅎㅎ 너무 너무 귀엽고 이뻐요 쿨매트다보니 시원해야겟죠? 딱 손으로 만지는 순간 쿨감이ㅋㅋ 시원합니다!! 일단 요즘 날씨에 시원하게 잘수있는 소재에요. 뒤에 미끄럼방지도 잘되어있어 밀리지 않고 매트에 촥 붙어있네요 거실 생활하는 우리 아기도 땀 안나고 잘수 있고 어른것도 사고싶을정도로 좋은것 같아요 추천합니다~~! 다음 또 라방을 기다려봐야겠어요!!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인 귀엽고 괜찮아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,아기가 잘누워서 놀고 디자인도 만족스러워요 면이 거칠지않고 부드러우면서 시원해요 만족스러워요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,일단 디자인 깔끔하구요 색상도 맘에 들어요 그리고 가장 중요한 시원함!! 인견패드를 사용중이었는데 시원함이 많이 달라요 인견패드보다 훨씬 시원해요!!! 정말로!!! 리얼!!! 에어컨도 틀지 않고 사용했는데 이 패드는 시원해요!! 두께는 딱 침대 패드 두께이구요 요토퍼랑 같은 사이즈라 좋아요 오늘 정말 덥던데 시원한지 아가도 잘 자네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,소재 매끈하고 좋아요  디자인도 깔끔하고 질리지 않게 쓸 수 있겠네요^^  첨엔 와 차갑다 이정도는 아니었는데  세탁하고 아기 범퍼침대에 깔아두고 냉방하니 곧 차가운 원단이 느껴지더라구요!   아기도 시원하니 잘자고~~ 잘자는거 보니 뿌듯*^^* 다음에 다른 디자인 또 구매할 듯 하네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,갑자기 너무 더워져서 오늘 첫개시했어요!! 일룸쿠시노에 딱 맞네요 디자인도 귀엽고 닿으니 찹찹해요 아들이 시원하게 잘잤으면 좋겠어요~~😊,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인도 이쁘고 시원합니다^^ 처음에 차가울정도로 시원한데 자다보면 괜찮아지네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인 귀여워요~ 만졌을때 되게 시원한것같아요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,새로 나온 디자인 너무 예뻐요^^~~~라이브 특가로 쿨매트랑 베개 구매했어요~ 아기가 너무 좋아해요 계속 비비적거리고 잘 자더라구요 ㅎㅎ5개월아기인데 혹여나 베개가 높지가 않을까 싶었는데 그런 걱정 할 필요가 없었어요~~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,여름에 태어날 아가 필수템인 쿨매트를 알아보던중 입소문난 비비엔다 아이싱쿨매트를 구매하기로 마음 먹었어요!!  핫딜기다리며있다보니 반가운 라방소식!!ㅋㅋㅋ 고민도 안하고 질렀어요  슈퍼싱글사이즈로 했는데 큰사이즈하길 잘한거같아요 디자인도 무난무난하니 질리지않게 쓸거같네요  아기가 매트위에서 시원하게 보내면 좋겠어요!! 아마 제가쓸 퀸사이즈도 살거같아요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,비비엔다 아이싱 쿨매트가 시원하고 부드럽다고 유명하길래 아기 침대에 깔 슈퍼싱글 사이즈 구매하면서 저희 것도 같이 구매했어요. 저희 침대는 킹 사이즈인데 쿨매트는 퀸 사이즈라서 가로길이가 살짝 짧긴 하지만 그래도 사용하는데 불편함은 없게 잘 맞았어요. 많은 리뷰대로 굉장히 부드럽고 만지자마자 시원해요. 까슬까슬해서 살에 덜 달라붙는 인견쿨매트와는 다르게 아이싱 쿨매트는 피부에 부드럽게 닿으면서 쿨링감이 느껴지는 게 좋더라구요. 세탁과 보관도 간편해서 올 여름 잘 사용할 것 같아요. 다이아 디자인도 깔끔하고 색감도 마음에 듭니다.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,너무 이쁘고 좋습니다 시원한 느낌 최고네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,7월 출산예정이라 쿨매트 구매하였습니다. 일단 소재를 정말고민했는데 인견소재보단 듀라돈 소재가 더 시원할꺼같아 고민끝에 세일하길래 구매하였습니다 디자인도 딱 심플한 곰돌이로 취향저격이더라구요 ㅎㅎ 만져봤는데 진짜 냉감 확 느껴져요 ! 사은품으로 주신 블랭킷도 차가운소재라 아이가 더워하지않을꺼같아요 ~! 뒤에 미끄럼방지가있어서 한번 매트를 손으로 밀어봤는데 진짜 잘 안밀리더라구요?! 세탁하고나서도 체크해봐야겠지만 일단 상품자체는 만족입니다 !!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원한 매트가 진짜 가능할까 반신반의했지만 만져보고 시원해서 깜짝놀랏어요 물론 장시간 누워있으면 뜨끈해지지만 일반 이불보단 시원한것같아요 디자인 넘 귀여워요 빨래하기도 편리해 좋아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인도 좋고 시원하고 잘샀어요~~~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,이제 곧 태어날 아기라서 침대에 깔아놓을 태열방지패드를 찾는 중 지인소개로 라방할때 저렴하게 구매하게 됐는데 디자인도 너무 귀엽고 슈퍼싱글로 구매해서 사이즈도 넉넉하니 좋네요 아직 아기가 뱃속에 있어서 사용해보진 못했지만 사용해보고 좋으면 다음번엔 열많은 남편을 위해 부부침대에 사용할 퀸사이즈도 구매해야겠어요^^,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,결혼할 때 타 브랜드에서 쿨매트를 샀었는데 그때도 신세계다 생각했거든요 그런데 쿨매트를 써보다가 이번에 비비엔다 쿨매트를 구매해보니 저는 이 신세계의 반의 반도 몰랐던 거더라고요!!😂 비비엔다 쿨매트 정말 손만 대도 시원함이 느껴지고 디자인도 정말 예뻐요ㅜㅜ 그런데 저는 곰이 귀여워서 곰을 주문했는데 오고 나니 다이아 자수도 예쁘네요ㅠㅠ 예쁘고 좋은 강품 만들어주셔서 감사합니다!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,결혼할 때 타 브랜드에서 쿨매트를 샀었는데 그때도 신세계다 생각했거든요 그런데 쿨매트를 써보다가 이번에 비비엔다 쿨매트를 구매해보니 저는 이 신세계의 반의 반도 몰랐던 거더라고요!!😂 비비엔다 쿨매트 정말 손만 대도 시원함이 느껴지고 디자인도 정말 예뻐요ㅜㅜ 그런데 저는 곰이 귀여워서 곰을 주문했는데 오고 나니 다이아 자수도 예쁘네요ㅠㅠ 예쁘고 좋은 강품 만들어주셔서 감사합니다!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,재질도 맘에들고 디자인도 귀여워요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,애가 잘 때 땀을 한바가지 흘려서 주문해봤는데 진짜 냉감 시원하고 보들보들하니 좋아요 이미 어린이집 낮잠이불을 비비엔다 아이싱 쓰고 있어서 좋은건 알고있긴했는데 애도 피부에 닿는 느낌이 시원해서 좋은지 누우면 얼굴 비비적대고 그러네요 ㅎㅎ 곰돌이 무늬도 진짜 깜찍해요 베개도 같이 써서 그런지 확실히 잘 때 축축하게 땀흘리던게 많이 덜해졌어요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,다른상품으로 오배송되서 받아보는데 좀더 시간이걸렸어요..  원단 엄청 기대했는뎀.. 에어컨 틀때 느낌 다를지 모르겠는데 일단 현재날씨에는 그냥 시원한감 살짝 있는정도인거같아용  물론 다른 이불보다는 그래도 시원한 편이니까 사용하긴 합니당!! 디자인도 귀엽슴다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,다른상품으로 오배송되서 받아보는데 좀더 시간이걸렸어요..  원단 엄청 기대했는뎀.. 에어컨 틀때 느낌 다를지 모르겠는데 일단 현재날씨에는 그냥 시원한감 살짝 있는정도인거같아용  물론 다른 이불보다는 그래도 시원한 편이니까 사용하긴 합니당!! 디자인도 귀엽슴다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,아이가 쓰는 물건이라 신중하게 골랐어요~ 디자인이 다 예뻐서 고민했는데 신상이라는 곰돌이로 구매했어요 ㅎㅎ 쿨패드 아직 사용전이지만 아기에게 유용하게 쓰일거 같아요~ 사은품으로 받은 블랭킷도 너무 맘에 들어요~^^,4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인은 마음에 들어요~ 지인 추천받아서 산건데 ㄱ대가 많이됩니다 부디부디 좋길!!,3,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,배송 2주 생각했는데 생각보다 빨리 왔고 쿨매트는 처음 써보는데 정말 시원해요!ㅎ 애기가 태열이 있어서 쓰는데 왜 진작 안샀나 싶네요 ㅎㅎ넘 좋고 디자인도 깔끔해용 ㅋ 스퀘어 사고싶었는데 안나와서 다이아로 구매했네여 ㅎ 곰돌이도 귀여웠을것 같아요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인 귀엽고 원단 만지자마자 시원해요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,"기존에 비비엔다 쿨매트를 범퍼침대에 놓고 쓰고 있었어요!!근데 아이가 열이 많다보니 거실매트에도 한개 더 있음 좋겠다 싶어 구매하려고 했는데 때마침 라방할때 구매해서 저렴하게 구매했어요!!!  쿨매트의 기능은 말할 것도 없고 곰돌이 디자인도 너무 귀여워요!! 아기아빠가 아기 재울때, 놀아줄때 너무 좋다며 호시탐탐 노리고 있네요😍😍",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,특가로 저렴하게 구입했어요 곰돌이 너무 귀엽고 신기하게 천이 시원하네요 ㅋㅋ 열많은 우리아가 이번여름 시원하게 잘보내겠어요~^^,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,"디자인 너무 귀엽고 맘에 들어요! 재질은 매우! 정말! 부드럽고 빨고 나서도 보풀이 없습니다!(단,건조기사용은안됩니다)  제일 좋은건 정말 애기 땀이 줄었어요~~진짜 신기합니다 ㅎㅎ",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,주문제작이라 배송은 좀 걸렸지만  이쁘고 좋습니다^^,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,사진을 발로 찍었네요😅 실제로 보면 베이지다이아 진짜 고급지고 예뻐요 ㅜㅜ 작년에 아이싱 사고 넘 잘 써서 친정에 어버이날 선물로 보냈어요! 진짜 예쁘고 고급져서 작년에 산걸 살짝 후회했네요 ㅋㅋ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,흔하다는 태열이 정작 내 아이에게 보이니 태열에 효과있다는 제품은 모조리 찾아보게 되더라구요. 그러던 중 비비엔다 인스타 팔로우하면서 보다보니 제품에 대한 자부심이 느껴져서 믿고 구매했어요. 디자인도 귀엽고 택배 뜯어 만져본 첫 촉감이 시원한데 그렇다고 습한건 아니고 참 기분 좋은 촉감이네요 :) 열많은 저희 아이에게 꿀잠을 선물해줄 것 같아요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,두께감도 있고 만졌을 때부터 시원함이 느껴지네요. 미끄럼방지도 되어 있어서 고정력도 있구요! 잘 쓰겠습니다.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,새로운 디자인 너무귀여워요 땀많은 애기인데 시원해서 좋아요  미끄럼방지도있어서 안미끌리는게 너무좋네요!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,오!!! 사은품으로 받은 인견블랭킷도 약간 스판(?)재질에 시원하고 넘 이쁘네요 ㅎㅎ 그리구   곰돌이 너무너무 귀엽고 재질도 인견보다 부들부들한데 시원한 면이에요! 아직 세탁전이지만 맘에 들어요 ㅎ,4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인귀엽고 정말 시원해요! 범퍼침대에 까니 사이즈가 커서 살짝 밀리긴 해요ㅜ 그치만 아기가 시원해해서 잘산듯해요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 좋네요 ㅎㅎ 디자인도 너무 귀여워요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인도 너무 이쁘고 ~!! 보드랍고 시~~~원합니다~^^ 배송은 좀 늦었지만 잘산것같네요~! 이번여름 울아가 잘때 시원하겠네요^^ 열많은 아기라 걱정했는데 이제 한시름 놓여요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,곧 태어날 아가를 위해 준비했어요~~~! 만져보니 촉감도 부드럽고 시원하네요 ㅎㅎ 디자인도 곰돌이 너무 귀여워요^^ 아기가 좋아했으면 좋겠네요~~~ ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,작년 여름에 아이싱 쿨매트를 너무 잘써서 이번엔 쿨패드로 하나 장만했어요♡ ㅎㅎ 디자인도 이쁘고 역시 누워보니 시원합니다 ㅎㅎ 선착순 사은품 인견 블랭킷도 너무 좋아요♡,4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,라방할때 샀어요 생각했던 것 보다 시원하고 디자인도 너무 예뻐요! 다른 유명한 곳 쿨매트 샀는데 인견이라 피부가 약한 아기에게 좀 까슬까슬 거리더라구요ㅠㅠ 근데 비비엔다 아이싱 쿨패드는 너무 부드러워서 좋아요!! 태열 없이 올 여름 보낼 수 있을 것 같아요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,아기 쿨매트로 유명하다고 입소문나서 구매했습니다 ㅎㅎ 디자인도 너무 귀엽고 시원해서 좋아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,배송은 2주 걸린댓는데 20일걸렸어요ㅠㅠ 디자인 이쁘고 재질도 괜찮아요ㅋ 냉감은 처음엔 시원한데 좀 지나면 약간 덜해지는데 좀더 써봐야겠어요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 디자인 귀여워요ㅎㅎ 누워있으면 더워지기는하는데 빠르게 식어서 돌아가면서 눕혀요^^;; 소재도 부드럽네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,"이번에 구입한 아기 침대에 딱 맞아요 디자인도 넘 귀엽구요 아기를 위해 구입한 쿨매트,,아직 아기를 재워보지는 못했지만 여기서 꿀잠 자주길 바래봅니다",4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,새로나온 디자인 넘 귀여워요 여름블랭킷도 좋네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,거실에 매트깔고 그냥 눕히기 그래서 여름용으로 하나 구매했는데  두께감도 디자인도 모두 맘에 들어요^^ 가격도 착하게 정말 잘 구매했습니다~!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 디자인도 이쁘고 잘사용하고 있어요!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,디자인 깔끔하고 이쁘네요. 그리고 시원해요!  택배 오자마자 세탁해서 범퍼침대에 깔아줬는데 아기가 잘 자네요 ㅎㅎ 사은품으로 보내주신 이불도 잘 쓰겠습니다~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,만지면 냉감이 확 느껴지네요 디자인도 이뻐요ㅎㅎ 뒤에 밴드가 있어서 고정되니 편하네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,애기꺼라 곰돌이 할까 하다가 베개는곰돌이라 매트는 깔끔하게 다이아몬드로 했는데 화면상 되게 안이쁘게 나오네요 실제로는 깔끔하고 이쁩니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,시원하고 좋아요 디자인도 깔끔하고요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",디자인,세일할때 드디어 샀어요 이번에 새로나온 디자인이 넘 귀엽네여,5,"95,000"
